passages,query,question,query_type,reasoning,answer_passage,answer,messages
"['The bedroom is south of the office.', 'The bedroom is north of the garden.']","Answer the question based on the context:
The bedroom is south of the office.
The bedroom is north of the garden.
Question: What is the office north of? Only return the answer.
",What is the office north of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bedroom is south of the office.'],bedroom,"[{'content': 'Answer the question based on the context:\nThe bedroom is south of the office.\nThe bedroom is north of the garden.\nQuestion: What is the office north of? Only return the answer.\n', 'role': 'user'}, {'content': 'bedroom', 'role': 'assistant'}]"
"['This morning Fred journeyed to the park.', 'Mary moved to the school yesterday.', 'Yesterday Bill travelled to the kitchen.', 'Fred travelled to the office yesterday.']","Answer the question based on the context:
This morning Fred journeyed to the park.
Mary moved to the school yesterday.
Yesterday Bill travelled to the kitchen.
Fred travelled to the office yesterday.
Question: Where was Fred before the park? Only return the answer.
",Where was Fred before the park?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['This morning Fred journeyed to the park.', 'Fred travelled to the office yesterday.']",office,"[{'content': 'Answer the question based on the context:\nThis morning Fred journeyed to the park.\nMary moved to the school yesterday.\nYesterday Bill travelled to the kitchen.\nFred travelled to the office yesterday.\nQuestion: Where was Fred before the park? Only return the answer.\n', 'role': 'user'}, {'content': 'office', 'role': 'assistant'}]"
"['Mary and John journeyed to the office.', 'John and Sandra went to the hallway.']","Answer the question based on the context:
Mary and John journeyed to the office.
John and Sandra went to the hallway.
Question: Where is Mary? Only return the answer.
",Where is Mary?,conjunction,"The category of the question represents what is being asked in that question. The category of the question asked is: conjunction.
",['Mary and John journeyed to the office.'],office,"[{'content': 'Answer the question based on the context:\nMary and John journeyed to the office.\nJohn and Sandra went to the hallway.\nQuestion: Where is Mary? Only return the answer.\n', 'role': 'user'}, {'content': 'office', 'role': 'assistant'}]"
"['Bernhard is a frog.', 'Brian is a frog.', 'Greg is a swan.', 'Brian is green.', 'Greg is yellow.', 'Julius is a swan.', 'Bernhard is green.', 'Lily is a frog.', 'Lily is white.']","Answer the question based on the context:
Bernhard is a frog.
Brian is a frog.
Greg is a swan.
Brian is green.
Greg is yellow.
Julius is a swan.
Bernhard is green.
Lily is a frog.
Lily is white.
Question: What color is Julius? Only return the answer.
",What color is Julius?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Greg is a swan.', 'Greg is yellow.', 'Julius is a swan.']",yellow,"[{'content': 'Answer the question based on the context:\nBernhard is a frog.\nBrian is a frog.\nGreg is a swan.\nBrian is green.\nGreg is yellow.\nJulius is a swan.\nBernhard is green.\nLily is a frog.\nLily is white.\nQuestion: What color is Julius? Only return the answer.\n', 'role': 'user'}, {'content': 'yellow', 'role': 'assistant'}]"
"['The red sphere is to the right of the red square.', 'The red square is above the blue square.']","Answer the question based on the context:
The red sphere is to the right of the red square.
The red square is above the blue square.
Question: Is the red sphere to the left of the blue square? Only return the answer.
",Is the red sphere to the left of the blue square?,positional-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: positional-reasoning.
","['The red sphere is to the right of the red square.', 'The red square is above the blue square.']",no,"[{'content': 'Answer the question based on the context:\nThe red sphere is to the right of the red square.\nThe red square is above the blue square.\nQuestion: Is the red sphere to the left of the blue square? Only return the answer.\n', 'role': 'user'}, {'content': 'no', 'role': 'assistant'}]"
"['Lily is a lion.', 'Lily is white.', 'Greg is a frog.', 'Julius is a swan.', 'Julius is yellow.', 'Greg is green.', 'Brian is a lion.', 'Bernhard is a swan.', 'Brian is yellow.']","Answer the question based on the context:
Lily is a lion.
Lily is white.
Greg is a frog.
Julius is a swan.
Julius is yellow.
Greg is green.
Brian is a lion.
Bernhard is a swan.
Brian is yellow.
Question: What color is Bernhard? Only return the answer.
",What color is Bernhard?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Julius is a swan.', 'Julius is yellow.', 'Bernhard is a swan.']",yellow,"[{'content': 'Answer the question based on the context:\nLily is a lion.\nLily is white.\nGreg is a frog.\nJulius is a swan.\nJulius is yellow.\nGreg is green.\nBrian is a lion.\nBernhard is a swan.\nBrian is yellow.\nQuestion: What color is Bernhard? Only return the answer.\n', 'role': 'user'}, {'content': 'yellow', 'role': 'assistant'}]"
"['Daniel went to the office.', 'John journeyed to the garden.']","Answer the question based on the context:
Daniel went to the office.
John journeyed to the garden.
Question: Where is Daniel? Only return the answer.
",Where is Daniel?,single-supporting-fact,"The category of the question represents what is being asked in that question. The category of the question asked is: single-supporting-fact.
",['Daniel went to the office.'],office,"[{'content': 'Answer the question based on the context:\nDaniel went to the office.\nJohn journeyed to the garden.\nQuestion: Where is Daniel? Only return the answer.\n', 'role': 'user'}, {'content': 'office', 'role': 'assistant'}]"
"['Mary went back to the bathroom.', 'Sandra moved to the bedroom.', 'Sandra took the milk there.', 'Sandra went back to the kitchen.']","Answer the question based on the context:
Mary went back to the bathroom.
Sandra moved to the bedroom.
Sandra took the milk there.
Sandra went back to the kitchen.
Question: How many objects is Sandra carrying? Only return the answer.
",How many objects is Sandra carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['Sandra took the milk there.'],one,"[{'content': 'Answer the question based on the context:\nMary went back to the bathroom.\nSandra moved to the bedroom.\nSandra took the milk there.\nSandra went back to the kitchen.\nQuestion: How many objects is Sandra carrying? Only return the answer.\n', 'role': 'user'}, {'content': 'one', 'role': 'assistant'}]"
"['Lily is a frog.', 'Julius is a rhino.', 'Lily is white.', 'Julius is white.', 'Bernhard is a lion.', 'Brian is a frog.', 'Brian is yellow.', 'Greg is a lion.', 'Greg is gray.']","Answer the question based on the context:
Lily is a frog.
Julius is a rhino.
Lily is white.
Julius is white.
Bernhard is a lion.
Brian is a frog.
Brian is yellow.
Greg is a lion.
Greg is gray.
Question: What color is Bernhard? Only return the answer.
",What color is Bernhard?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a lion.', 'Greg is a lion.', 'Greg is gray.']",gray,"[{'content': 'Answer the question based on the context:\nLily is a frog.\nJulius is a rhino.\nLily is white.\nJulius is white.\nBernhard is a lion.\nBrian is a frog.\nBrian is yellow.\nGreg is a lion.\nGreg is gray.\nQuestion: What color is Bernhard? Only return the answer.\n', 'role': 'user'}, {'content': 'gray', 'role': 'assistant'}]"
"['The chest fits inside the container.', 'The suitcase is bigger than the chocolate.', 'The container is bigger than the box.', 'The box of chocolates fits inside the container.', 'The box fits inside the container.', 'The container is bigger than the chest.', 'The chocolate fits inside the container.', 'The suitcase fits inside the container.', 'The suitcase fits inside the container.', 'The container is bigger than the suitcase.']","Answer the question based on the context:
The chest fits inside the container.
The suitcase is bigger than the chocolate.
The container is bigger than the box.
The box of chocolates fits inside the container.
The box fits inside the container.
The container is bigger than the chest.
The chocolate fits inside the container.
The suitcase fits inside the container.
The suitcase fits inside the container.
The container is bigger than the suitcase.
Question: Is the container bigger than the chocolate? Only return the answer.
",Is the container bigger than the chocolate?,size-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: size-reasoning.
","['The suitcase is bigger than the chocolate.', 'The container is bigger than the suitcase.']",yes,"[{'content': 'Answer the question based on the context:\nThe chest fits inside the container.\nThe suitcase is bigger than the chocolate.\nThe container is bigger than the box.\nThe box of chocolates fits inside the container.\nThe box fits inside the container.\nThe container is bigger than the chest.\nThe chocolate fits inside the container.\nThe suitcase fits inside the container.\nThe suitcase fits inside the container.\nThe container is bigger than the suitcase.\nQuestion: Is the container bigger than the chocolate? Only return the answer.\n', 'role': 'user'}, {'content': 'yes', 'role': 'assistant'}]"
