passages,query,question,query_type,reasoning,answer_passage,answer
"['The hallway is west of the office.', 'The kitchen is east of the office.']","Answer the question based on the context:
The hallway is west of the office.
The kitchen is east of the office.
Question: What is the office east of? Only return the answer.
",What is the office east of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The hallway is west of the office.'],hallway
"['The bathroom is west of the garden.', 'The bedroom is east of the garden.']","Answer the question based on the context:
The bathroom is west of the garden.
The bedroom is east of the garden.
Question: What is east of the garden? Only return the answer.
",What is east of the garden?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bedroom is east of the garden.'],bedroom
"['Sandra got the milk there.', 'Sandra went to the bathroom.']","Answer the question based on the context:
Sandra got the milk there.
Sandra went to the bathroom.
Question: How many objects is Sandra carrying? Only return the answer.
",How many objects is Sandra carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['Sandra got the milk there.'],one
"['Brian is a rhino.', 'Julius is a frog.', 'Brian is green.', 'Bernhard is a rhino.', 'Julius is yellow.', 'Greg is a frog.', 'Lily is a rhino.', 'Bernhard is yellow.', 'Lily is yellow.']","Answer the question based on the context:
Brian is a rhino.
Julius is a frog.
Brian is green.
Bernhard is a rhino.
Julius is yellow.
Greg is a frog.
Lily is a rhino.
Bernhard is yellow.
Lily is yellow.
Question: What color is Greg? Only return the answer.
",What color is Greg?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Julius is a frog.', 'Julius is yellow.', 'Greg is a frog.']",yellow
"['Sandra moved to the office.', 'Mary went back to the office.', 'Mary picked up the apple there.', 'Mary went back to the hallway.']","Answer the question based on the context:
Sandra moved to the office.
Mary went back to the office.
Mary picked up the apple there.
Mary went back to the hallway.
Question: What is Mary carrying? Only return the answer.
",What is Mary carrying?,lists-sets,"The category of the question represents what is being asked in that question. The category of the question asked is: lists-sets.
",['Mary picked up the apple there.'],apple
"['Sandra travelled to the hallway.', 'Mary moved to the office.']","Answer the question based on the context:
Sandra travelled to the hallway.
Mary moved to the office.
Question: Where is Sandra? Only return the answer.
",Where is Sandra?,single-supporting-fact,"The category of the question represents what is being asked in that question. The category of the question asked is: single-supporting-fact.
",['Sandra travelled to the hallway.'],hallway
"['Sandra went back to the kitchen.', 'Daniel took the football there.']","Answer the question based on the context:
Sandra went back to the kitchen.
Daniel took the football there.
Question: How many objects is Daniel carrying? Only return the answer.
",How many objects is Daniel carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['Daniel took the football there.'],one
"['The garden is south of the office.', 'The hallway is north of the office.']","Answer the question based on the context:
The garden is south of the office.
The hallway is north of the office.
Question: What is the office north of? Only return the answer.
",What is the office north of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The garden is south of the office.'],garden
"['Lily is a rhino.', 'Lily is gray.', 'Bernhard is a rhino.', 'Bernhard is green.', 'Greg is a swan.', 'Greg is green.', 'Brian is a frog.', 'Brian is green.', 'Julius is a frog.']","Answer the question based on the context:
Lily is a rhino.
Lily is gray.
Bernhard is a rhino.
Bernhard is green.
Greg is a swan.
Greg is green.
Brian is a frog.
Brian is green.
Julius is a frog.
Question: What color is Julius? Only return the answer.
",What color is Julius?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Brian is a frog.', 'Brian is green.', 'Julius is a frog.']",green
"['The garden is east of the bathroom.', 'The kitchen is east of the garden.']","Answer the question based on the context:
The garden is east of the bathroom.
The kitchen is east of the garden.
Question: What is east of the bathroom? Only return the answer.
",What is east of the bathroom?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The garden is east of the bathroom.'],garden
"['Sheep are afraid of mice.', 'Mice are afraid of sheep.', 'Cats are afraid of sheep.', 'Winona is a cat.', 'Gertrude is a mouse.', 'Wolves are afraid of mice.', 'Emily is a wolf.', 'Jessica is a cat.']","Answer the question based on the context:
Sheep are afraid of mice.
Mice are afraid of sheep.
Cats are afraid of sheep.
Winona is a cat.
Gertrude is a mouse.
Wolves are afraid of mice.
Emily is a wolf.
Jessica is a cat.
Question: What is emily afraid of? Only return the answer.
",What is emily afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Wolves are afraid of mice.', 'Emily is a wolf.']",mouse
"['Brian is a swan.', 'Brian is gray.', 'Julius is a swan.', 'Bernhard is a swan.', 'Bernhard is gray.', 'Greg is a swan.', 'Lily is a frog.', 'Julius is green.', 'Lily is yellow.']","Answer the question based on the context:
Brian is a swan.
Brian is gray.
Julius is a swan.
Bernhard is a swan.
Bernhard is gray.
Greg is a swan.
Lily is a frog.
Julius is green.
Lily is yellow.
Question: What color is Greg? Only return the answer.
",What color is Greg?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a swan.', 'Bernhard is gray.', 'Greg is a swan.']",gray
"['Greg is a rhino.', 'Lily is a swan.', 'Julius is a frog.', 'Lily is yellow.', 'Julius is white.', 'Bernhard is a frog.', 'Brian is a swan.', 'Brian is yellow.', 'Greg is yellow.']","Answer the question based on the context:
Greg is a rhino.
Lily is a swan.
Julius is a frog.
Lily is yellow.
Julius is white.
Bernhard is a frog.
Brian is a swan.
Brian is yellow.
Greg is yellow.
Question: What color is Bernhard? Only return the answer.
",What color is Bernhard?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Julius is a frog.', 'Julius is white.', 'Bernhard is a frog.']",white
"['Greg is a rhino.', 'Brian is a frog.', 'Greg is white.', 'Bernhard is a swan.', 'Julius is a lion.', 'Brian is gray.', 'Bernhard is white.', 'Julius is yellow.', 'Lily is a swan.']","Answer the question based on the context:
Greg is a rhino.
Brian is a frog.
Greg is white.
Bernhard is a swan.
Julius is a lion.
Brian is gray.
Bernhard is white.
Julius is yellow.
Lily is a swan.
Question: What color is Lily? Only return the answer.
",What color is Lily?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a swan.', 'Bernhard is white.', 'Lily is a swan.']",white
